Tiempo,Posicion,Velocidad
5.930000,-0.788994,-0.618178
5.940000,-0.794848,-0.544989
5.950000,-0.799965,-0.470855
5.960000,-0.804337,-0.395953
5.970000,-0.807957,-0.320464
5.980000,-0.810820,-0.244569
5.990000,-0.812924,-0.168451
6.000000,-0.814265,-0.092291
6.010000,-0.814846,-0.016272
6.020000,-0.814668,0.059424
6.030000,-0.813735,0.134619
6.040000,-0.812053,0.209135
6.050000,-0.809629,0.282797
6.060000,-0.806473,0.355433
6.070000,-0.802596,0.426877
6.080000,-0.798011,0.496966
6.090000,-0.792731,0.565540
6.100000,-0.786773,0.632447
6.110000,-0.780155,0.697539
6.120000,-0.772893,0.760677
6.130000,-0.765010,0.821724
6.140000,-0.756526,0.880553
6.150000,-0.747465,0.937043
6.160000,-0.737849,0.991082
6.170000,-0.727704,1.042562
6.180000,-0.717057,1.091387
6.190000,-0.705933,1.137465
6.200000,-0.694361,1.180714
6.210000,-0.682370,1.221061
6.220000,-0.669989,1.258437
6.230000,-0.657248,1.292787
6.240000,-0.644176,1.324058
6.250000,-0.630807,1.352209
6.260000,-0.617169,1.377204
6.270000,-0.603297,1.399018
6.280000,-0.589220,1.417631
6.290000,-0.574972,1.433031
6.300000,-0.560584,1.445214
6.310000,-0.546089,1.454183
6.320000,-0.531518,1.459947
6.330000,-0.516905,1.462522
6.340000,-0.502280,1.461933
6.350000,-0.487674,1.458208
6.360000,-0.473121,1.451383
6.370000,-0.458649,1.441499
6.380000,-0.444289,1.428604
6.390000,-0.430072,1.412751
6.400000,-0.416027,1.393998
6.410000,-0.402182,1.372407
6.420000,-0.388565,1.348048
6.430000,-0.375204,1.320994
6.440000,-0.362125,1.291321
6.450000,-0.349355,1.259112
6.460000,-0.336918,1.224452
6.470000,-0.324838,1.187430
6.480000,-0.313139,1.148142
6.490000,-0.301842,1.106682
6.500000,-0.290969,1.063152
6.510000,-0.280541,1.017655
6.520000,-0.270576,0.970297
6.530000,-0.261093,0.921187
6.540000,-0.252108,0.870436
6.550000,-0.243638,0.818157
6.560000,-0.235697,0.764467
6.570000,-0.228298,0.709483
6.580000,-0.221455,0.653325
6.590000,-0.215179,0.596112
6.600000,-0.209479,0.537967
6.610000,-0.204364,0.479013
6.620000,-0.199841,0.419373
6.630000,-0.195918,0.359172
6.640000,-0.192599,0.298535
6.650000,-0.189888,0.237585
6.660000,-0.187787,0.176447
6.670000,-0.186298,0.115247
6.680000,-0.185420,0.054107
6.690000,-0.185154,-0.006849
6.700000,-0.185496,-0.067499
6.710000,-0.186442,-0.127723
6.720000,-0.187988,-0.187401
6.730000,-0.190128,-0.246416
6.740000,-0.192855,-0.304651
6.750000,-0.196161,-0.361993
6.760000,-0.200035,-0.418329
6.770000,-0.204468,-0.473551
6.780000,-0.209447,-0.527552
6.790000,-0.214961,-0.580228
6.800000,-0.220995,-0.631478
6.810000,-0.227535,-0.681204
6.820000,-0.234565,-0.729312
6.830000,-0.242068,-0.775710
6.840000,-0.250028,-0.820311
6.850000,-0.258424,-0.863032
6.860000,-0.267240,-0.903791
6.870000,-0.276454,-0.942514
6.880000,-0.286045,-0.979127
6.890000,-0.295993,-1.013564
6.900000,-0.306276,-1.045761
6.910000,-0.316870,-1.075658
6.920000,-0.327752,-1.103202
6.930000,-0.338900,-1.128342
6.940000,-0.350287,-1.151032
6.950000,-0.361890,-1.171234
6.960000,-0.373684,-1.188910
6.970000,-0.385644,-1.204030
6.980000,-0.397743,-1.216568
6.990000,-0.409955,-1.226504
7.000000,-0.422255,-1.233823
7.010000,-0.434617,-1.238513
7.020000,-0.447013,-1.240570
7.030000,-0.459419,-1.239993
7.040000,-0.471806,-1.236789
7.050000,-0.484150,-1.230968
7.060000,-0.496424,-1.222546
7.070000,-0.508602,-1.211546
7.080000,-0.520659,-1.197993
7.090000,-0.532568,-1.181920
7.100000,-0.544306,-1.163366
7.110000,-0.555847,-1.142373
7.120000,-0.567168,-1.118989
7.130000,-0.578244,-1.093270
7.140000,-0.589052,-1.065274
7.150000,-0.599571,-1.035064
7.160000,-0.609778,-1.002711
7.170000,-0.619652,-0.968289
7.180000,-0.629172,-0.931877
7.190000,-0.638320,-0.893558
7.200000,-0.647077,-0.853421
7.210000,-0.655424,-0.811560
7.220000,-0.663345,-0.768069
7.230000,-0.670824,-0.723052
7.240000,-0.677847,-0.676612
7.250000,-0.684399,-0.628857
7.260000,-0.690468,-0.579898
7.270000,-0.696043,-0.529850
7.280000,-0.701113,-0.478830
7.290000,-0.705668,-0.426956
7.300000,-0.709702,-0.374351
7.310000,-0.713206,-0.321136
7.320000,-0.716176,-0.267435
7.330000,-0.718607,-0.213375
7.340000,-0.720497,-0.159080
7.350000,-0.721843,-0.104677
7.360000,-0.722645,-0.050291
7.370000,-0.722904,0.003952
7.380000,-0.722621,0.057928
7.390000,-0.721800,0.111513
7.400000,-0.720446,0.164587
7.410000,-0.718563,0.217028
7.420000,-0.716160,0.268719
7.430000,-0.713243,0.319546
7.440000,-0.709822,0.369395
7.450000,-0.705908,0.418160
7.460000,-0.701511,0.465732
7.470000,-0.696645,0.512012
7.480000,-0.691321,0.556901
7.490000,-0.685556,0.600306
7.500000,-0.679363,0.642137
7.510000,-0.672760,0.682311
7.520000,-0.665762,0.720746
7.530000,-0.658388,0.757369
7.540000,-0.650657,0.792110
7.550000,-0.642586,0.824903
7.560000,-0.634197,0.855691
7.570000,-0.625509,0.884418
7.580000,-0.616544,0.911036
7.590000,-0.607321,0.935501
7.600000,-0.597864,0.957777
7.610000,-0.588194,0.977830
7.620000,-0.578334,0.995633
7.630000,-0.568306,1.011165
7.640000,-0.558133,1.024410
7.650000,-0.547838,1.035356
7.660000,-0.537443,1.043998
7.670000,-0.526973,1.050334
7.680000,-0.516449,1.054369
7.690000,-0.505896,1.056113
7.700000,-0.495335,1.055579
7.710000,-0.484790,1.052786
7.720000,-0.474283,1.047757
7.730000,-0.463836,1.040520
7.740000,-0.453472,1.031107
7.750000,-0.443211,1.019554
7.760000,-0.433075,1.005902
7.770000,-0.423085,0.990195
7.780000,-0.413261,0.972481
7.790000,-0.403623,0.952811
7.800000,-0.394191,0.931241
7.810000,-0.384982,0.907829
7.820000,-0.376016,0.882637
7.830000,-0.367309,0.855729
7.840000,-0.358879,0.827173
7.850000,-0.350742,0.797039
7.860000,-0.342913,0.765400
7.870000,-0.335406,0.732331
7.880000,-0.328237,0.697910
7.890000,-0.321417,0.662215
7.900000,-0.314960,0.625329
7.910000,-0.308877,0.587334
7.920000,-0.303178,0.548316
7.930000,-0.297874,0.508360
7.940000,-0.292974,0.467553
7.950000,-0.288485,0.425985
7.960000,-0.284414,0.383744
7.970000,-0.280769,0.340922
7.980000,-0.277554,0.297607
7.990000,-0.274775,0.253893
8.000000,-0.272434,0.209869
8.010000,-0.270534,0.165628
8.020000,-0.269077,0.121261
8.030000,-0.268064,0.076859
8.040000,-0.267496,0.032513
8.050000,-0.267369,-0.011687
8.060000,-0.267684,-0.055652
8.070000,-0.268438,-0.099293
8.080000,-0.269625,-0.142523
8.090000,-0.271243,-0.185255
8.100000,-0.273286,-0.227405
8.110000,-0.275747,-0.268889
8.120000,-0.278620,-0.309626
8.130000,-0.281897,-0.349536
8.140000,-0.285569,-0.388541
8.150000,-0.289626,-0.426566
8.160000,-0.294059,-0.463535
8.170000,-0.298856,-0.499379
8.180000,-0.304007,-0.534028
8.190000,-0.309499,-0.567417
8.200000,-0.315318,-0.599481
8.210000,-0.321452,-0.630160
8.220000,-0.327887,-0.659395
8.230000,-0.334607,-0.687133
8.240000,-0.341597,-0.713321
8.250000,-0.348842,-0.737911
8.260000,-0.356326,-0.760857
8.270000,-0.364032,-0.782117
8.280000,-0.371942,-0.801654
8.290000,-0.380040,-0.819431
8.300000,-0.388308,-0.835417
8.310000,-0.396728,-0.849585
8.320000,-0.405280,-0.861909
8.330000,-0.413948,-0.872371
8.340000,-0.422712,-0.880952
8.350000,-0.431553,-0.887641
8.360000,-0.440453,-0.892428
8.370000,-0.449391,-0.895307
8.380000,-0.458350,-0.896279
8.390000,-0.467311,-0.895345
8.400000,-0.476253,-0.892512
8.410000,-0.485158,-0.887791
8.420000,-0.494008,-0.881196
8.430000,-0.502784,-0.872745
8.440000,-0.511466,-0.862462
8.450000,-0.520038,-0.850372
8.460000,-0.528481,-0.836506
8.470000,-0.536777,-0.820897
8.480000,-0.544909,-0.803583
8.490000,-0.552861,-0.784606
8.500000,-0.560616,-0.764011
8.510000,-0.568158,-0.741846
